username,user_id,tweet_id,timestamp,content,retweets,likes,replies,hashtags,mentions,url,verified
MarketMoves,277266,3154394091771173747,2025-09-22T20:26:02.019750,"WIPRO breaking resistance! Target 1650, SL 3200. #intraday #stockpick",16,22,9,#intraday|#stockpick,,https://twitter.com/user/status/8782819224456553374,False
SwingTraderIN,269749,9531671102515233403,2025-09-22T20:25:08.568672,IT stocks volatile ahead of earnings. INFY looks neutral. #itstocks #earnings,74,709,67,#itstocks|#earnings,,https://twitter.com/user/status/3626763120806099335,False
NiftyAnalyst,796814,4474187614026689990,2025-09-22T20:23:02.075509,"FMCG index outperformed by 1.8%. Top picks: RELIANCE, ONGC #sectoral #investment",135,108,63,#sectoral|#investment,,https://twitter.com/user/status/8961344025726418115,False
TradingSetups,817616,3558703469744593442,2025-09-22T20:19:53.091416,IT stocks sideways ahead of earnings. INFY looks bullish. #itstocks #earnings,52,173,32,#itstocks|#earnings,,https://twitter.com/user/status/5355880539579488847,False
TechnicalTrader,270376,4905172951215673287,2025-09-22T20:17:34.941824,IT stocks steady ahead of earnings. WIPRO looks neutral. #itstocks #earnings,102,303,46,#itstocks|#earnings,,https://twitter.com/user/status/9883362878283225540,False
TradingGuru123,486630,7968864086518602952,2025-09-22T20:17:33.102595,"WIPRO breaking support! Target 3500, SL 3900. #intraday #stockpick",148,55,54,#intraday|#stockpick,,https://twitter.com/user/status/1867034901775606899,True
FundamentalFirst,130757,3978348889424747026,2025-09-22T20:17:21.565404,FII buying worth ₹2100 crores in Auto today. Impact on INFY? #fii #markets,106,637,47,#fii|#markets,,https://twitter.com/user/status/9753832234247717435,True
MarketBuzz24,447901,8497125929809695511,2025-09-22T20:17:04.836193,Small caps outperforming large caps this week. RELIANCE up 2.5% #smallcaps #multibagger,106,713,15,#smallcaps|#multibagger,,https://twitter.com/user/status/1308375222787519800,True
StockAlerts,711792,3511185635063166185,2025-09-22T20:16:27.125512,"FMCG index declined by 0.9%. Top picks: RELIANCE, ONGC #sectoral #investment",131,652,22,#sectoral|#investment,,https://twitter.com/user/status/2341423854807116539,True
TradingSetups,897870,6540671901284944527,2025-09-22T20:15:20.049995,"Auto index declined by 2.5%. Top picks: HDFC, ICICI #sectoral #investment",120,173,16,#sectoral|#investment,,https://twitter.com/user/status/7227545925822464425,True
StockMarketExpert,485499,1671598319519979975,2025-09-22T20:14:16.543864,FII holding worth ₹650 crores in IT today. Impact on INFY? #fii #markets,51,188,60,#fii|#markets,,https://twitter.com/user/status/7683268823371385410,True
StockMarketExpert,202518,7155454918129809260,2025-09-22T20:12:50.792548,"RELIANCE breaking triangle pattern! Target 2800, SL 850. #intraday #stockpick",43,529,30,#intraday|#stockpick,,https://twitter.com/user/status/6144347421413027607,False
TechnicalTrader,542492,4423218825116482348,2025-09-22T20:11:03.779352,Pharma sector showing continuation. ICICIBANK at key support/resistance. #pharma #technical,69,718,3,#pharma|#technical,,https://twitter.com/user/status/9510494767548700737,True
TradingGuru123,404478,1937538653490466723,2025-09-22T20:10:41.063261,"INFY breaking triangle pattern! Target 3500, SL 2650. #intraday #stockpick",133,768,46,#intraday|#stockpick,,https://twitter.com/user/status/4759030091979076075,False
StockPicksDaily,119576,1851609387251698406,2025-09-22T20:10:15.355312,Pharma sector showing breakdown. RELIANCE at key support/resistance. #pharma #technical,9,604,43,#pharma|#technical,,https://twitter.com/user/status/2742622947203783775,False
StockAlerts,368142,9181912224245004899,2025-09-22T20:08:33.055846,Sensex surged by 400 points today. Pharma leading the rally. #sensex #stockmarket,40,434,59,#sensex|#stockmarket,,https://twitter.com/user/status/1317250722002596426,False
EquityResearch,304737,8247806823592953524,2025-09-22T20:08:10.809369,"Energy index outperformed by 0.9%. Top picks: HDFC, ICICI #sectoral #investment",53,190,69,#sectoral|#investment,,https://twitter.com/user/status/6828550336386929400,True
StockMarketExpert,399189,5875047166397760037,2025-09-22T20:06:55.312277,"INFY breaking triangle pattern! Target 3500, SL 1580. #intraday #stockpick",140,81,8,#intraday|#stockpick,,https://twitter.com/user/status/5748925662294811663,False
MarketWatch_IN,281218,1509394547029791461,2025-09-22T20:05:53.634966,"Auto index declined by 4.1%. Top picks: RELIANCE, ONGC #sectoral #investment",14,381,44,#sectoral|#investment,,https://twitter.com/user/status/5424305628456869628,False
FundamentalFirst,784725,2838683989912909631,2025-09-22T20:03:06.383505,"TCS breaking triangle pattern! Target 1650, SL 850. #intraday #stockpick",131,308,26,#intraday|#stockpick,,https://twitter.com/user/status/9807311356252747268,True
FundamentalFirst,707032,2152328706697060938,2025-09-22T20:02:40.967689,Sensex fell by 400 points today. Auto leading the rally. #sensex #stockmarket,139,736,3,#sensex|#stockmarket,,https://twitter.com/user/status/6692194922465473085,True
InvestmentAdvice,152830,3739478443363192965,2025-09-22T20:01:46.055383,FII holding worth ₹850 crores in Banking today. Impact on ICICIBANK? #fii #markets,48,565,18,#fii|#markets,,https://twitter.com/user/status/7190717011779490903,False
MarketMoves,131501,7914101053085268332,2025-09-22T19:57:12.038916,Sensex closed flat by 180 points today. IT leading the correction. #sensex #stockmarket,2,791,68,#sensex|#stockmarket,,https://twitter.com/user/status/1096558532737346118,True
EquityResearch,705181,2958015001357543552,2025-09-22T19:56:15.558531,"FMCG index declined by 0.9%. Top picks: TCS, INFY #sectoral #investment",116,434,72,#sectoral|#investment,,https://twitter.com/user/status/3346378329835621045,False
TradingGuru123,638458,3327292072879207390,2025-09-22T19:51:40.228968,Sensex closed flat by 180 points today. FMCG leading the rally. #sensex #stockmarket,124,185,32,#sensex|#stockmarket,,https://twitter.com/user/status/3458471837831775727,False
StockAlerts,780569,4988911498015373664,2025-09-22T19:48:42.905004,Sensex closed flat by 150 points today. Energy leading the rally. #sensex #stockmarket,58,321,57,#sensex|#stockmarket,,https://twitter.com/user/status/8751779794761919320,True
EquityResearch,343250,3607902705647530013,2025-09-22T19:48:25.524800,"HDFCBANK breaking triangle pattern! Target 900, SL 3900. #intraday #stockpick",43,256,58,#intraday|#stockpick,,https://twitter.com/user/status/3860741394422720436,True
DayTradingTips,985664,8711882715204144804,2025-09-22T19:48:10.658089,Sensex closed flat by 320 points today. Energy leading the recovery. #sensex #stockmarket,66,685,60,#sensex|#stockmarket,,https://twitter.com/user/status/1469854030311236254,False
DayTradingTips,172691,2095884120017058682,2025-09-22T19:45:45.081587,Pharma sector showing breakdown. HDFCBANK at key support/resistance. #pharma #technical,107,32,14,#pharma|#technical,,https://twitter.com/user/status/4285957064112647587,False
StockPicksDaily,362312,2636426854713667735,2025-09-22T19:45:04.622339,"ICICIBANK breaking triangle pattern! Target 2800, SL 3200. #intraday #stockpick",47,419,0,#intraday|#stockpick,,https://twitter.com/user/status/4102237925566332701,True
TradingGuru123,832754,8110116073241970253,2025-09-22T19:44:39.360677,FII selling worth ₹1200 crores in FMCG today. Impact on ICICIBANK? #fii #markets,26,524,57,#fii|#markets,,https://twitter.com/user/status/6854998460415436989,False
SwingTraderIN,629263,3038357598499270376,2025-09-22T19:44:29.955026,Sensex surged by 250 points today. Banking leading the correction. #sensex #stockmarket,37,528,78,#sensex|#stockmarket,,https://twitter.com/user/status/1994712141247236274,False
TradersPro,164538,4287714545305800167,2025-09-22T19:44:08.241548,"TCS breaking flag pattern! Target 4200, SL 3900. #intraday #stockpick",1,189,31,#intraday|#stockpick,,https://twitter.com/user/status/6312526296434471627,True
MarketWatch_IN,117798,2169284106517225577,2025-09-22T19:42:31.029218,"IT index gained by 0.9%. Top picks: RELIANCE, ONGC #sectoral #investment",100,43,4,#sectoral|#investment,,https://twitter.com/user/status/5741965323356837280,True
EquityResearch,674912,8203270348112388190,2025-09-22T19:38:53.346258,"WIPRO breaking resistance! Target 1650, SL 3900. #intraday #stockpick",133,569,63,#intraday|#stockpick,,https://twitter.com/user/status/6756248908196352640,True
MarketWatch_IN,390129,4436209968082845341,2025-09-22T19:35:38.468149,"HDFCBANK breaking support! Target 4200, SL 3900. #intraday #stockpick",40,683,17,#intraday|#stockpick,,https://twitter.com/user/status/9151965036613535305,False
FundamentalFirst,591147,7216823439826056034,2025-09-22T19:34:33.283690,Sensex surged by 150 points today. IT leading the correction. #sensex #stockmarket,141,633,11,#sensex|#stockmarket,,https://twitter.com/user/status/9440670630047113480,False
StockMarketExpert,839339,4206819956115238988,2025-09-22T19:31:15.646177,"Pharma index outperformed by 4.1%. Top picks: HDFC, ICICI #sectoral #investment",142,144,58,#sectoral|#investment,,https://twitter.com/user/status/3775632278814372129,False
InvestmentAdvice,947381,5256511893782274872,2025-09-22T19:29:56.598065,"FMCG index outperformed by 2.5%. Top picks: RELIANCE, ONGC #sectoral #investment",110,421,26,#sectoral|#investment,,https://twitter.com/user/status/7215644933951336071,False
NiftyAnalyst,356489,8026932161299072114,2025-09-22T19:28:31.413154,Sensex surged by 320 points today. FMCG leading the rally. #sensex #stockmarket,5,538,57,#sensex|#stockmarket,,https://twitter.com/user/status/5304240227318009217,True
StockAlerts,479500,2616991361092384910,2025-09-22T19:26:55.377922,Sensex surged by 150 points today. IT leading the rally. #sensex #stockmarket,12,515,25,#sensex|#stockmarket,,https://twitter.com/user/status/5386475374101513199,True
NiftyAnalyst,932094,2156405895591156245,2025-09-22T19:26:29.637281,Sensex closed flat by 250 points today. FMCG leading the recovery. #sensex #stockmarket,12,453,74,#sensex|#stockmarket,,https://twitter.com/user/status/6571542065230088234,False
EquityResearch,421526,3783415151412647609,2025-09-22T19:25:14.929158,Pharma sector showing continuation. INFY at key support/resistance. #pharma #technical,48,522,31,#pharma|#technical,,https://twitter.com/user/status/4745981637817923478,False
SwingTraderIN,196504,8705007882935462626,2025-09-22T19:22:02.482725,"Nifty 50 at 18200 levels, showing volatile momentum. Good holding opportunity? #nifty50 #trading",129,610,42,#nifty50|#trading,,https://twitter.com/user/status/2496590113613917436,True
MarketMoves,287462,2078150792723461630,2025-09-22T19:21:53.232488,"HDFCBANK breaking support! Target 1650, SL 850. #intraday #stockpick",77,28,38,#intraday|#stockpick,,https://twitter.com/user/status/5787624626255077250,True
MarketWatch_IN,428631,7166039192382070540,2025-09-22T19:20:11.382405,"Banking index declined by 3.2%. Top picks: TCS, INFY #sectoral #investment",56,578,71,#sectoral|#investment,,https://twitter.com/user/status/2847113527826383019,False
TechnicalTrader,728943,6372977540974345737,2025-09-22T19:19:38.391147,Sensex closed flat by 320 points today. IT leading the recovery. #sensex #stockmarket,32,580,20,#sensex|#stockmarket,,https://twitter.com/user/status/1699648208266023822,True
MarketWatch_IN,415198,3645291703611717484,2025-09-22T19:16:38.032639,IT stocks bearish ahead of earnings. ITC looks bearish. #itstocks #earnings,82,387,33,#itstocks|#earnings,,https://twitter.com/user/status/9867463615593966736,False
MarketMoves,849468,7306406322859345493,2025-09-22T19:15:01.142707,FII profit booking worth ₹650 crores in Pharma today. Impact on ITC? #fii #markets,29,652,30,#fii|#markets,,https://twitter.com/user/status/5284179175529362194,False
MarketWatch_IN,524581,8958362459185331797,2025-09-22T19:09:26.376150,Sensex fell by 320 points today. Pharma leading the recovery. #sensex #stockmarket,102,711,34,#sensex|#stockmarket,,https://twitter.com/user/status/8629817702729539479,False
TechnicalTrader,258142,3362908034430173302,2025-09-22T19:03:50.317396,IT stocks sideways ahead of earnings. ICICIBANK looks neutral. #itstocks #earnings,64,662,1,#itstocks|#earnings,,https://twitter.com/user/status/1578453129166560184,False
MarketWatch_IN,340125,4649598332479815883,2025-09-22T19:00:45.906025,Sensex surged by 320 points today. IT leading the correction. #sensex #stockmarket,83,117,9,#sensex|#stockmarket,,https://twitter.com/user/status/1258782465794049518,True
NiftyAnalyst,991070,9334682276788306984,2025-09-22T19:00:42.538966,Sensex gained by 180 points today. FMCG leading the decline. #sensex #stockmarket,21,25,76,#sensex|#stockmarket,,https://twitter.com/user/status/8966198738694576408,False
MarketWatch_IN,666721,3119528141931020272,2025-09-22T18:58:44.109546,IT stocks strong bullish ahead of earnings. INFY looks bullish. #itstocks #earnings,66,475,0,#itstocks|#earnings,,https://twitter.com/user/status/2071854906254617976,True
StockMarketExpert,398625,4047168119434719888,2025-09-22T18:58:14.096106,FII profit booking worth ₹650 crores in IT today. Impact on ITC? #fii #markets,56,659,45,#fii|#markets,,https://twitter.com/user/status/4917726690185962292,False
MarketWatch_IN,963653,4168120674324854906,2025-09-22T18:54:38.100480,FII selling worth ₹850 crores in FMCG today. Impact on ICICIBANK? #fii #markets,131,713,71,#fii|#markets,,https://twitter.com/user/status/8865983100443921786,False
TradersPro,473679,7956258960453790320,2025-09-22T18:50:10.497019,IT stocks volatile ahead of earnings. RELIANCE looks bullish. #itstocks #earnings,124,222,27,#itstocks|#earnings,,https://twitter.com/user/status/5812952848628794742,False
StockAlerts,127766,4920075854892526240,2025-09-22T18:50:06.485590,Sensex surged by 250 points today. IT leading the decline. #sensex #stockmarket,112,757,71,#sensex|#stockmarket,,https://twitter.com/user/status/8337969268770111198,False
TradersPro,878335,1179273868488649812,2025-09-22T18:48:57.698536,IT stocks volatile ahead of earnings. ITC looks neutral. #itstocks #earnings,10,674,57,#itstocks|#earnings,,https://twitter.com/user/status/2850598038965166341,True
FundamentalFirst,237984,6788598756923228935,2025-09-22T18:43:21.683018,"Energy index declined by 2.5%. Top picks: HDFC, ICICI #sectoral #investment",114,19,17,#sectoral|#investment,,https://twitter.com/user/status/6503384096138141837,True
StockMarketExpert,286258,8478761135197712121,2025-09-22T18:36:15.687164,"IT index gained by 4.1%. Top picks: HDFC, ICICI #sectoral #investment",48,790,27,#sectoral|#investment,,https://twitter.com/user/status/9204498158589425391,False
MarketWatch_IN,563338,9201842270662975323,2025-09-22T18:34:52.179768,"ICICIBANK breaking flag pattern! Target 2800, SL 3200. #intraday #stockpick",30,423,19,#intraday|#stockpick,,https://twitter.com/user/status/9897855549231489655,False
NiftyAnalyst,771029,3810607094034000831,2025-09-22T18:30:30.384011,"HDFCBANK breaking resistance! Target 1650, SL 3900. #intraday #stockpick",59,319,79,#intraday|#stockpick,,https://twitter.com/user/status/2428897374564731663,False
MarketBuzz24,619552,8667810764724017590,2025-09-22T18:29:06.368547,Sensex fell by 150 points today. Banking leading the recovery. #sensex #stockmarket,140,356,33,#sensex|#stockmarket,,https://twitter.com/user/status/8417784563738268803,False
MarketMoves,257524,5444668587787739903,2025-09-22T18:28:52.049902,Sensex surged by 250 points today. Auto leading the decline. #sensex #stockmarket,12,665,14,#sensex|#stockmarket,,https://twitter.com/user/status/2994447108700250187,True
MarketMoves,222258,7555880509899720862,2025-09-22T18:27:05.742882,FII profit booking worth ₹1200 crores in Auto today. Impact on HDFCBANK? #fii #markets,112,96,20,#fii|#markets,,https://twitter.com/user/status/7305470959689951061,True
MarketMoves,863430,3098707921303951266,2025-09-22T18:24:49.397981,Sensex gained by 250 points today. Energy leading the recovery. #sensex #stockmarket,127,282,0,#sensex|#stockmarket,,https://twitter.com/user/status/5449109908622186388,False
StockAlerts,930628,9977281768987676916,2025-09-22T18:20:06.477521,"RELIANCE breaking resistance! Target 4200, SL 1580. #intraday #stockpick",111,715,21,#intraday|#stockpick,,https://twitter.com/user/status/4330107244169654909,False
EquityResearch,886187,2045691251400912651,2025-09-22T18:18:38.217122,FII holding worth ₹1200 crores in Pharma today. Impact on HDFCBANK? #fii #markets,39,796,1,#fii|#markets,,https://twitter.com/user/status/1788977871353839033,False
DayTradingTips,844561,7987795366263033503,2025-09-22T18:18:07.831595,"SBI breaking resistance! Target 1650, SL 3900. #intraday #stockpick",65,261,67,#intraday|#stockpick,,https://twitter.com/user/status/6421418394259117298,False
NiftyAnalyst,657473,4074255721836861535,2025-09-22T18:15:49.857083,Small caps underperforming large caps this week. HDFCBANK up 0.9% #smallcaps #multibagger,107,579,16,#smallcaps|#multibagger,,https://twitter.com/user/status/8520979003558265579,False
FundamentalFirst,528268,7405231541613532257,2025-09-22T18:15:25.598396,Sensex fell by 400 points today. FMCG leading the rally. #sensex #stockmarket,116,131,69,#sensex|#stockmarket,,https://twitter.com/user/status/7135283370031276014,False
SwingTraderIN,884241,1996101667371149530,2025-09-22T18:13:31.275823,"ITC breaking resistance! Target 2800, SL 3200. #intraday #stockpick",0,616,7,#intraday|#stockpick,,https://twitter.com/user/status/7065203570349454308,False
MarketWatch_IN,975538,9459141051249725310,2025-09-22T18:09:20.804668,"IT index outperformed by 0.9%. Top picks: RELIANCE, ONGC #sectoral #investment",23,411,3,#sectoral|#investment,,https://twitter.com/user/status/6770460999848966863,True
MarketWatch_IN,384930,9033510350945226129,2025-09-22T18:09:19.887302,"SBI breaking resistance! Target 3500, SL 2650. #intraday #stockpick",21,12,20,#intraday|#stockpick,,https://twitter.com/user/status/2831648712297536785,True
NiftyAnalyst,181931,8968290188723637208,2025-09-22T18:08:07.038203,Sensex gained by 150 points today. Banking leading the recovery. #sensex #stockmarket,30,796,64,#sensex|#stockmarket,,https://twitter.com/user/status/7132592481409309053,True
TradingGuru123,882062,6898613621138828652,2025-09-22T18:07:59.434356,"IT index gained by 0.9%. Top picks: TCS, INFY #sectoral #investment",137,97,70,#sectoral|#investment,,https://twitter.com/user/status/3088986843893306706,True
StockPicksDaily,129178,1541146804087135168,2025-09-22T18:07:38.394016,FII buying worth ₹1200 crores in IT today. Impact on WIPRO? #fii #markets,5,414,52,#fii|#markets,,https://twitter.com/user/status/4893659811461698462,True
InvestmentAdvice,283240,4830628658871772871,2025-09-22T18:06:29.263376,FII profit booking worth ₹850 crores in FMCG today. Impact on HDFCBANK? #fii #markets,47,627,72,#fii|#markets,,https://twitter.com/user/status/2622846936417039502,True
MarketBuzz24,569978,4802068339456443928,2025-09-22T17:54:50.064490,Sensex closed flat by 250 points today. Banking leading the correction. #sensex #stockmarket,130,301,70,#sensex|#stockmarket,,https://twitter.com/user/status/1482587659161675118,False
NiftyAnalyst,404339,5510434713318159093,2025-09-22T17:52:06.922477,"TCS breaking support! Target 900, SL 3900. #intraday #stockpick",60,714,22,#intraday|#stockpick,,https://twitter.com/user/status/9452157626795146611,False
StockAlerts,109322,6321292293337052837,2025-09-22T17:51:34.328201,"INFY breaking resistance! Target 1650, SL 850. #intraday #stockpick",16,646,49,#intraday|#stockpick,,https://twitter.com/user/status/2990558928803928118,False
EquityResearch,310893,6017106693108239155,2025-09-22T17:50:05.310075,FII profit booking worth ₹1200 crores in FMCG today. Impact on RELIANCE? #fii #markets,19,216,78,#fii|#markets,,https://twitter.com/user/status/4239996107574661992,True
FundamentalFirst,363600,2210950176132795212,2025-09-22T17:48:56.723908,IT stocks steady ahead of earnings. TCS looks bearish. #itstocks #earnings,77,699,78,#itstocks|#earnings,,https://twitter.com/user/status/2534844230465864281,False
TechnicalTrader,701360,5090645570052035592,2025-09-22T17:48:13.857151,"ICICIBANK breaking support! Target 900, SL 3900. #intraday #stockpick",55,140,52,#intraday|#stockpick,,https://twitter.com/user/status/3108511049958627524,True
SwingTraderIN,957536,9232578386277970612,2025-09-22T17:47:38.518241,"FMCG index declined by 2.5%. Top picks: HDFC, ICICI #sectoral #investment",132,743,49,#sectoral|#investment,,https://twitter.com/user/status/1797762001794983988,True
MarketMoves,171513,4253684192902101668,2025-09-22T17:45:22.952873,"WIPRO breaking support! Target 900, SL 2650. #intraday #stockpick",58,80,73,#intraday|#stockpick,,https://twitter.com/user/status/2035653612063978442,False
TechnicalTrader,709498,5445056256348198539,2025-09-22T17:42:06.220893,Sensex closed flat by 250 points today. Energy leading the rally. #sensex #stockmarket,138,209,19,#sensex|#stockmarket,,https://twitter.com/user/status/2938922773744411681,False
StockPicksDaily,175469,1003393208153731598,2025-09-22T17:39:12.792493,Sensex surged by 400 points today. Energy leading the rally. #sensex #stockmarket,81,655,12,#sensex|#stockmarket,,https://twitter.com/user/status/3878431522979897796,True
TradingSetups,236610,7898620788811141514,2025-09-22T17:39:00.654302,"Energy index declined by 4.1%. Top picks: TCS, INFY #sectoral #investment",139,762,14,#sectoral|#investment,,https://twitter.com/user/status/5327782842975305989,True
TradingSetups,496237,1401632506419786197,2025-09-22T17:37:04.835481,FII profit booking worth ₹2100 crores in Pharma today. Impact on WIPRO? #fii #markets,89,699,10,#fii|#markets,,https://twitter.com/user/status/7779171176324758117,False
StockPicksDaily,954565,6903786682260842985,2025-09-22T17:36:15.635937,Sensex closed flat by 250 points today. IT leading the recovery. #sensex #stockmarket,38,657,39,#sensex|#stockmarket,,https://twitter.com/user/status/4919621980798538268,False
DayTradingTips,579928,9451081072158329227,2025-09-22T17:36:05.610462,"SBI breaking resistance! Target 2800, SL 2650. #intraday #stockpick",143,278,33,#intraday|#stockpick,,https://twitter.com/user/status/7242972190710836861,True
TradersPro,479351,8522105537964972174,2025-09-22T17:34:52.213455,"Auto index declined by 4.1%. Top picks: HDFC, ICICI #sectoral #investment",83,338,38,#sectoral|#investment,,https://twitter.com/user/status/2178851867665360575,False
DayTradingTips,124296,4991728185009861522,2025-09-22T17:34:50.663019,FII holding worth ₹650 crores in FMCG today. Impact on TCS? #fii #markets,43,534,73,#fii|#markets,,https://twitter.com/user/status/5365586469988307902,False
TradingSetups,724385,9031659299511960089,2025-09-22T17:30:41.525049,"Energy index outperformed by 0.9%. Top picks: TCS, INFY #sectoral #investment",59,661,53,#sectoral|#investment,,https://twitter.com/user/status/7923459634581797902,False
MarketWatch_IN,559859,9453948077933095059,2025-09-22T17:29:11.546700,"ITC breaking resistance! Target 4200, SL 2650. #intraday #stockpick",46,586,51,#intraday|#stockpick,,https://twitter.com/user/status/7594060039031107102,False
MarketMoves,815200,3653505265791817743,2025-09-22T17:25:26.460378,IT stocks bearish ahead of earnings. INFY looks bearish. #itstocks #earnings,144,154,25,#itstocks|#earnings,,https://twitter.com/user/status/5218587169394420046,False
TradingSetups,321331,4954854042309848053,2025-09-22T17:24:35.472689,Pharma sector showing breakout. RELIANCE at key support/resistance. #pharma #technical,9,755,19,#pharma|#technical,,https://twitter.com/user/status/9659527856499825422,True
TradingSetups,905458,2225669562693131039,2025-09-22T17:21:44.728344,"INFY breaking support! Target 4200, SL 850. #intraday #stockpick",109,584,5,#intraday|#stockpick,,https://twitter.com/user/status/7991839440935529201,False
StockPicksDaily,326397,4750416048993892355,2025-09-22T17:20:49.889420,FII selling worth ₹1800 crores in FMCG today. Impact on INFY? #fii #markets,61,321,22,#fii|#markets,,https://twitter.com/user/status/8375662084995124734,True
StockPicksDaily,230209,1244650045658506627,2025-09-22T17:17:32.583501,IT stocks steady ahead of earnings. SBI looks neutral. #itstocks #earnings,42,387,75,#itstocks|#earnings,,https://twitter.com/user/status/4391261938844170133,True
MarketWatch_IN,426621,6069572183789496452,2025-09-22T17:16:07.916304,IT stocks bearish ahead of earnings. WIPRO looks bearish. #itstocks #earnings,90,177,11,#itstocks|#earnings,,https://twitter.com/user/status/1742303988884760400,True
TradersPro,264423,6885888756478899302,2025-09-22T17:11:30.891485,"INFY breaking resistance! Target 3500, SL 3900. #intraday #stockpick",69,727,3,#intraday|#stockpick,,https://twitter.com/user/status/7555123209143335230,False
StockAlerts,299778,7130025408159894960,2025-09-22T17:06:53.325589,"IT index declined by 2.5%. Top picks: HDFC, ICICI #sectoral #investment",9,336,27,#sectoral|#investment,,https://twitter.com/user/status/2129516406962309032,True
TradersPro,107864,9918648764957093937,2025-09-22T16:59:46.369858,"WIPRO breaking triangle pattern! Target 900, SL 3200. #intraday #stockpick",72,626,23,#intraday|#stockpick,,https://twitter.com/user/status/5454825487062039194,False
MarketBuzz24,533544,3579740813977048984,2025-09-22T16:57:34.270194,Sensex closed flat by 320 points today. Banking leading the recovery. #sensex #stockmarket,127,336,0,#sensex|#stockmarket,,https://twitter.com/user/status/8897721601608322384,False
MarketMoves,727447,6033418867017562539,2025-09-22T16:57:00.028708,IT stocks steady ahead of earnings. ICICIBANK looks bullish. #itstocks #earnings,101,332,25,#itstocks|#earnings,,https://twitter.com/user/status/6663704773481193177,True
TradersPro,413211,5544853902593264910,2025-09-22T16:54:34.140301,"Energy index outperformed by 2.5%. Top picks: RELIANCE, ONGC #sectoral #investment",5,298,54,#sectoral|#investment,,https://twitter.com/user/status/9502906753464054125,True
NiftyAnalyst,309527,8842499872590402370,2025-09-22T16:53:15.536209,"ICICIBANK breaking resistance! Target 3500, SL 850. #intraday #stockpick",66,316,73,#intraday|#stockpick,,https://twitter.com/user/status/3001971308935510973,True
MarketMoves,786485,3996121817695688867,2025-09-22T16:51:44.772234,"Banking index outperformed by 4.1%. Top picks: RELIANCE, ONGC #sectoral #investment",29,18,16,#sectoral|#investment,,https://twitter.com/user/status/6125228310682993569,False
SwingTraderIN,620571,5829085530272622529,2025-09-22T16:50:51.714695,"Pharma index outperformed by 1.8%. Top picks: TCS, INFY #sectoral #investment",112,346,75,#sectoral|#investment,,https://twitter.com/user/status/8649794717903369349,False
TradingSetups,725730,4165269656184439568,2025-09-22T16:49:07.822819,"ITC breaking support! Target 3500, SL 3900. #intraday #stockpick",0,329,50,#intraday|#stockpick,,https://twitter.com/user/status/7657084973191831660,False
InvestmentAdvice,509249,5972747349895881863,2025-09-22T16:48:53.143426,Sensex closed flat by 400 points today. IT leading the decline. #sensex #stockmarket,101,535,32,#sensex|#stockmarket,,https://twitter.com/user/status/9716559256926805361,True
NiftyAnalyst,751654,4526972336024789036,2025-09-22T16:45:10.972062,IT stocks sideways ahead of earnings. SBI looks neutral. #itstocks #earnings,27,186,11,#itstocks|#earnings,,https://twitter.com/user/status/3802092698742470441,True
TradingGuru123,368839,4860610752876490725,2025-09-22T16:44:27.456943,"FMCG index outperformed by 4.1%. Top picks: RELIANCE, ONGC #sectoral #investment",92,767,62,#sectoral|#investment,,https://twitter.com/user/status/4878597968243650618,False
DayTradingTips,124108,7492941705928576581,2025-09-22T16:41:16.497238,"Banking index outperformed by 2.5%. Top picks: RELIANCE, ONGC #sectoral #investment",112,417,69,#sectoral|#investment,,https://twitter.com/user/status/8200110625490604271,True
SwingTraderIN,637661,6086151735164462424,2025-09-22T16:39:06.307239,"TCS breaking flag pattern! Target 3500, SL 1580. #intraday #stockpick",10,272,1,#intraday|#stockpick,,https://twitter.com/user/status/2838815508941362084,True
MarketBuzz24,463031,4155122468632912010,2025-09-22T16:35:44.783940,FII buying worth ₹1800 crores in Pharma today. Impact on TCS? #fii #markets,124,684,30,#fii|#markets,,https://twitter.com/user/status/2578350285447148467,False
TradingSetups,996550,3792046998418987308,2025-09-22T16:35:30.828222,FII profit booking worth ₹1800 crores in Banking today. Impact on HDFCBANK? #fii #markets,104,225,63,#fii|#markets,,https://twitter.com/user/status/4220791064043712492,False
MarketBuzz24,440832,5264643056154200190,2025-09-22T16:35:11.044385,Sensex surged by 180 points today. Pharma leading the decline. #sensex #stockmarket,71,649,9,#sensex|#stockmarket,,https://twitter.com/user/status/6007573005276890756,True
MarketBuzz24,630458,8669313314497494533,2025-09-22T16:33:54.995059,"Nifty 50 at 18750 levels, showing strong bullish momentum. Good holding opportunity? #nifty50 #trading",115,502,74,#nifty50|#trading,,https://twitter.com/user/status/4228152278424308898,True
EquityResearch,205521,1293509742922626369,2025-09-22T16:33:31.118806,"FMCG index outperformed by 1.8%. Top picks: TCS, INFY #sectoral #investment",117,666,6,#sectoral|#investment,,https://twitter.com/user/status/6177171980982306429,True
MarketMoves,158441,5460050014622478031,2025-09-22T16:31:02.028212,"RELIANCE breaking flag pattern! Target 4200, SL 850. #intraday #stockpick",44,355,9,#intraday|#stockpick,,https://twitter.com/user/status/1500991775413805485,False
SwingTraderIN,439472,3475374651660701073,2025-09-22T16:24:10.701241,"TCS breaking flag pattern! Target 1650, SL 850. #intraday #stockpick",82,184,58,#intraday|#stockpick,,https://twitter.com/user/status/1178310330568226745,False
